Batch 1 predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 soft predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 true labels: ['javelin throw', 'using megaphone', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'waiting in line', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'doing nails', 'walking the dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'somersaulting', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'shooting basketball', 'bowling', 'mopping floor', 'playing piano', 'eating hotdog', 'juggling soccer ball', 'catching or throwing baseball', 'busking', 'playing xylophone', 'spraying', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'eating chips', 'faceplanting', 'planting trees', 'stretching arm', 'unloading truck', 'hopscotch', 'laying bricks', 'tai chi', 'playing saxophone', 'egg hunting', 'shaking hands', 'blasting sand', 'presenting weather forecast', 'disc golfing']
Batch 1 top 5 predictions:
['javelin throw', 'shot put', 'throwing discus', 'hammer throw', 'high jump']
['making sushi', 'breading or breadcrumbing', 'making a sandwich', 'sharpening knives', 'cutting watermelon']
['alligator wrestling', 'petting animal (not cat)', 'shearing sheep', 'holding snake', 'cutting nails']
['lunge', 'dancing charleston', 'jumpstyle dancing', 'stretching leg', 'slacklining']
['triple jump', 'long jump', 'shot put', 'catching or throwing softball', 'throwing discus']
['knitting', 'tying knot (not on a tie)', 'making jewelry', 'weaving basket', 'braiding hair']
['flying kite', 'kitesurfing', 'surfing water', 'parasailing', 'catching or throwing frisbee']
['long jump', 'triple jump', 'shot put', 'hurdling', 'high jump']
['riding mechanical bull', 'riding or walking with horse', 'water sliding', 'faceplanting', 'drop kicking']
['catching or throwing frisbee', 'catching or throwing baseball', 'passing American football', 'playing kickball', 'playing badminton']
['changing oil', 'checking tires', 'checking watch', 'changing wheel (not on bike)', 'tossing coin']
['air drumming', 'tasting beer', 'pumping fist', 'coughing', 'drinking shots']
['blasting sand', 'spraying', 'bee keeping', 'welding', 'extinguishing fire']
['weaving basket', 'knitting', 'egg hunting', 'making jewelry', 'braiding hair']
['yawning', 'shouting', 'crying', 'coughing', 'sneezing']
['baking cookies', 'making a cake', 'making pizza', 'tasting food', 'cooking chicken']
['hitting baseball', 'catching or throwing baseball', 'riding scooter', 'golf chipping', 'playing cricket']
['deadlifting', 'squat', 'clean and jerk', 'snatch weight lifting', 'bench pressing']
['jetskiing', 'water skiing', 'surfing water', 'snowmobiling', 'splashing water']
['hula hooping', 'contact juggling', 'spinning poi', 'juggling fire', 'slacklining']
['clay pottery making', 'plastering', 'laying bricks', 'brush painting', 'drawing']
['sword fighting', 'javelin throw', 'drop kicking', 'cartwheeling', 'jumpstyle dancing']
['shoot dance', 'roller skating', 'cartwheeling', 'high fiving', 'hopscotch']
['playing harp', 'playing cello', 'playing flute', 'playing violin', 'hugging (not baby)']
['bartending', 'drinking shots', 'air drumming', 'pumping fist', 'tasting beer']
['shooting basketball', 'playing basketball', 'throwing ball (not baseball or American football)', 'catching or throwing baseball', 'playing volleyball']
['eating chips', 'tasting food', 'eating burger', 'eating cake', 'headbutting']

Batch 296 predictions: ['sticking tongue out', 'windsurfing', 'clapping', 'juggling balls', 'singing', 'playing xylophone', 'reading newspaper', 'blowing nose', 'listening with headphones', 'kicking field goal', 'holding snake', 'playing organ', 'clay pottery making', 'brushing hair', 'eating chips', 'news anchoring', 'tasting food', 'hammer throw', 'waking up', 'eating ice cream', 'tying necktie', 'bungee jumping', 'pushing wheelchair', 'sanding floor', 'drumming fingers', 'hammer throw', 'hugging baby', 'building cabinet', 'making a sandwich', 'bee keeping', 'ice skating', 'waking up', 'ice skating', 'playing cricket', 'folding clothes', 'surfing crowd', 'playing guitar', 'cooking sausages (not on barbeque)', 'getting a haircut', 'spinning poi', 'tickling', 'salsa dancing', 'yawning', 'coughing', 'high kick', 'waxing', 'blowing leaves', 'gymnastics tumbling', 'shaving head', 'swimming', 'playing organ', 'playing drums', 'hugging baby', 'baby waking up', 'snowboarding', 'peeling potatoes', 'ski jumping', 'hugging (not baby)', 'holding snake', 'ice skating', 'driving car', 'driving tractor', 'petting cat', 'driving tractor']
Batch 296 soft predictions: ['sticking tongue out', 'windsurfing', 'clapping', 'juggling balls', 'singing', 'playing xylophone', 'reading newspaper', 'blowing nose', 'listening with headphones', 'kicking field goal', 'holding snake', 'playing organ', 'clay pottery making', 'brushing hair', 'eating chips', 'news anchoring', 'tasting food', 'hammer throw', 'waking up', 'eating ice cream', 'tying necktie', 'bungee jumping', 'pushing wheelchair', 'sanding floor', 'drumming fingers', 'hammer throw', 'hugging baby', 'building cabinet', 'making a sandwich', 'bee keeping', 'ice skating', 'waking up', 'ice skating', 'playing cricket', 'folding clothes', 'surfing crowd', 'playing guitar', 'cooking sausages (not on barbeque)', 'getting a haircut', 'spinning poi', 'tickling', 'salsa dancing', 'yawning', 'coughing', 'high kick', 'waxing', 'blowing leaves', 'gymnastics tumbling', 'shaving head', 'swimming', 'playing organ', 'playing drums', 'hugging baby', 'baby waking up', 'snowboarding', 'peeling potatoes', 'ski jumping', 'hugging (not baby)', 'holding snake', 'ice skating', 'driving car', 'driving tractor', 'petting cat', 'driving tractor']
Batch 296 true labels: ['tickling', 'windsurfing', 'high fiving', 'bouncing ball (not juggling)', 'playing bass guitar', 'playing clarinet', 'reading newspaper', 'blowing nose', 'sneezing', 'kicking field goal', 'holding snake', 'playing piano', 'clay pottery making', 'brushing hair', 'brushing teeth', 'pushing wheelchair', 'tasting food', 'hammer throw', 'waking up', 'eating ice cream', 'tying necktie', 'bungee jumping', 'pushing wheelchair', 'sanding floor', 'drumming fingers', 'hammer throw', 'hugging baby', 'building cabinet', 'making pizza', 'bee keeping', 'ice skating', 'waking up', 'ice skating', 'playing cricket', 'ironing', 'celebrating', 'playing guitar', 'cooking sausages (not on barbeque)', 'getting a haircut', 'spinning poi', 'tickling', 'salsa dancing', 'sneezing', 'slapping', 'breakdancing', 'massaging', 'blowing leaves', 'gymnastics tumbling', 'shaving head', 'swimming', 'playing organ', 'playing drums', 'high fiving', 'baby waking up', 'snowboarding', 'peeling potatoes', 'snowboarding', 'bandaging', 'tossing coin', 'ice skating', 'sneezing', 'driving tractor', 'petting cat', 'driving tractor']
Batch 296 top 5 predictions:
['sticking tongue out', 'tickling', 'waking up', 'shaking head', 'sneezing']
['windsurfing', 'kitesurfing', 'surfing water', 'sailing', 'jetskiing']
['clapping', 'high fiving', 'applauding', 'applying cream', 'laughing']
['juggling balls', 'throwing ball (not baseball or American football)', 'bouncing ball (not juggling)', 'catching or throwing baseball', 'spinning poi']
['singing', 'recording music', 'playing organ', 'playing guitar', 'playing keyboard']
['playing xylophone', 'playing clarinet', 'playing cymbals', 'playing saxophone', 'playing trombone']
['reading newspaper', 'assembling computer', 'building lego', 'playing monopoly', 'doing sudoku']
['blowing nose', 'crying', 'waxing', 'sneezing', 'baby waking up']
['listening with headphones', 'singing', 'recording music', 'answering questions', 'winking']
['kicking field goal', 'shooting goal (soccer)', 'hurling (sport)', 'kicking soccer ball', 'high kick']
['holding snake', 'shaking hands', 'alligator wrestling', 'slapping', 'tossing coin']
['playing organ', 'playing piano', 'playing keyboard', 'recording music', 'using remote controller (not gaming)']
['clay pottery making', 'plastering', 'washing feet', 'washing dishes', 'drumming fingers']
['brushing hair', 'brushing teeth', 'singing', 'headbanging', 'air drumming']
['eating chips', 'eating hotdog', 'eating doughnuts', 'coughing', 'eating ice cream']
['news anchoring', 'auctioning', 'playing poker', 'abseiling', 'tasting beer']
['tasting food', 'doing nails', 'cutting nails', 'holding snake', 'building lego']
['hammer throw', 'throwing discus', 'golf driving', 'shot put', 'throwing ball (not baseball or American football)']
['waking up', 'making the bed', 'slapping', 'air drumming', 'faceplanting']
['eating ice cream', 'eating cake', 'whistling', 'eating doughnuts', 'winking']
['tying necktie', 'tying bow tie', 'tying knot (not on a tie)', 'folding napkins', 'braiding hair']
['bungee jumping', 'diving cliff', 'swinging on something', 'abseiling', 'bouncing on trampoline']
['pushing wheelchair', 'blowing nose', 'carrying baby', 'watching tv', 'getting a haircut']
['sanding floor', 'building shed', 'spraying', 'building cabinet', 'extinguishing fire']
['drumming fingers', 'tapping pen', 'finger snapping', 'playing keyboard', 'shuffling cards']
['hammer throw', 'throwing discus', 'shot put', 'javelin throw', 'throwing ball (not baseball or American football)']
['hugging baby', 'hugging (not baby)', 'carrying baby', 'kissing', 'headbutting']
['building cabinet', 'moving furniture', 'sanding floor', 'spray painting', 'plastering']
['making a sandwich', 'making pizza', 'dining', 'tossing salad', 'making sushi']
['bee keeping', 'headbutting', 'picking blueberries', 'blasting sand', 'spraying']
['ice skating', 'hockey stop', 'playing ice hockey', 'roller skating', 'playing kickball']
['waking up', 'faceplanting', 'making the bed', 'baby waking up', 'laughing']
['ice skating', 'hockey stop', 'roller skating', 'playing ice hockey', 'skiing crosscountry']
['playing cricket', 'sweeping floor', 'hugging (not baby)', 'news anchoring', 'cleaning']
['folding clothes', 'opening present', 'throwing ball (not baseball or American football)', 'doing laundry', 'hugging baby']
['surfing crowd', 'celebrating', 'applauding', 'dancing macarena', 'zumba']
['playing guitar', 'tapping guitar', 'recording music', 'busking', 'playing bass guitar']
['cooking sausages (not on barbeque)', 'cooking chicken', 'cooking egg', 'dining', 'scrambling eggs']
['getting a haircut', 'washing hair', 'ironing', 'getting a tattoo', 'salsa dancing']
['spinning poi', 'juggling fire', 'archery', 'throwing axe', 'tai chi']
['tickling', 'massaging', 'stretching leg', 'shaving legs', 'washing feet']
['salsa dancing', 'swing dancing', 'tango dancing', 'dancing charleston', 'country line dancing']
['yawning', 'waking up', 'sneezing', 'baby waking up', 'sticking tongue out']
['coughing', 'whistling', 'tasting food', 'slapping', 'eating chips']
['high kick', 'side kick', 'stretching leg', 'stretching arm', 'somersaulting']
['waxing', 'waking up', 'tickling', 'cracking neck', 'slapping']
['blowing leaves', 'trimming trees', 'extinguishing fire', 'riding scooter', 'walking the dog']
['gymnastics tumbling', 'high jump', 'somersaulting', 'cartwheeling', 'triple jump']
['shaving head', 'getting a haircut', 'waxing', 'washing hair', 'massaging']
['swimming', 'jumping into pool', 'splashing water', 'springboard diving', 'jogging']
['playing organ', 'playing piano', 'moving furniture', 'waiting in line', 'curling hair']
['playing drums', 'playing cymbals', 'air drumming', 'drumming fingers', 'playing xylophone']
['hugging baby', 'shaking head', 'brushing hair', 'headbanging', 'reading book']
['baby waking up', 'sneezing', 'waking up', 'yawning', 'crying']
['snowboarding', 'tobogganing', 'faceplanting', 'skateboarding', 'ski jumping']
['peeling potatoes', 'peeling apples', 'sharpening knives', 'sharpening pencil', 'bending metal']
['ski jumping', 'skiing slalom', 'skiing mono', 'snowboarding', 'skiing crosscountry']
['hugging (not baby)', 'high fiving', 'bandaging', 'training dog', 'building lego']
['holding snake', 'shouting', 'opening bottle (not wine)', 'slapping', 'tossing coin']
['ice skating', 'hockey stop', 'playing ice hockey', 'roller skating', 'ice fishing']
['driving car', 'headbanging', 'whistling', 'coughing', 'air drumming']
['driving tractor', 'mowing lawn', 'spraying', 'unloading truck', 'auctioning']
['petting cat', 'high fiving', 'shaking hands', 'finger snapping', 'petting animal (not cat)']
['driving tractor', 'unloading truck', 'milking cow', 'spraying', 'auctioning']

Batch 297 predictions: ['hopscotch', 'driving car', 'riding a bike', 'clean and jerk', 'kicking field goal', 'celebrating', 'clapping', 'bungee jumping', 'checking watch', 'throwing discus', 'riding mechanical bull', 'building shed', 'salsa dancing', 'salsa dancing', 'playing monopoly', 'playing trombone', 'shoveling snow', 'dancing ballet', 'cooking sausages (not on barbeque)', 'swing dancing', 'dancing macarena', 'flying kite', 'giving or receiving award', 'jumpstyle dancing', 'doing sudoku', 'blowing glass', 'cooking sausages (not on barbeque)', 'tying knot (not on a tie)', 'sweeping floor', 'krumping', 'playing flute', 'making sushi', 'blasting sand', 'push up', 'riding or walking with horse', 'shuffling cards', 'javelin throw', 'pumping gas', 'training dog', 'skateboarding', 'exercising with an exercise ball', 'planting trees', 'gargling', 'spinning poi', 'unloading truck', 'assembling computer', 'unloading truck', 'auctioning', 'eating watermelon', 'carrying baby', 'whistling', 'jumpstyle dancing', 'playing piano', 'squat', 'throwing ball (not baseball or American football)', 'slapping', 'kitesurfing', 'cutting watermelon', 'eating carrots', 'auctioning', 'beatboxing', 'hula hooping', 'snatch weight lifting', 'rock climbing']
Batch 297 soft predictions: ['hopscotch', 'driving car', 'riding a bike', 'clean and jerk', 'kicking field goal', 'celebrating', 'clapping', 'bungee jumping', 'checking watch', 'throwing discus', 'riding mechanical bull', 'building shed', 'salsa dancing', 'salsa dancing', 'playing monopoly', 'playing trombone', 'shoveling snow', 'dancing ballet', 'cooking sausages (not on barbeque)', 'swing dancing', 'dancing macarena', 'flying kite', 'giving or receiving award', 'jumpstyle dancing', 'doing sudoku', 'blowing glass', 'cooking sausages (not on barbeque)', 'tying knot (not on a tie)', 'sweeping floor', 'krumping', 'playing flute', 'making sushi', 'blasting sand', 'push up', 'riding or walking with horse', 'shuffling cards', 'javelin throw', 'pumping gas', 'training dog', 'skateboarding', 'exercising with an exercise ball', 'planting trees', 'gargling', 'spinning poi', 'unloading truck', 'assembling computer', 'unloading truck', 'auctioning', 'eating watermelon', 'carrying baby', 'whistling', 'jumpstyle dancing', 'playing piano', 'squat', 'throwing ball (not baseball or American football)', 'slapping', 'kitesurfing', 'cutting watermelon', 'eating carrots', 'auctioning', 'beatboxing', 'hula hooping', 'snatch weight lifting', 'rock climbing']
Batch 297 true labels: ['hopscotch', 'wading through mud', 'pushing wheelchair', 'clean and jerk', 'kicking field goal', 'clapping', 'clapping', 'bungee jumping', 'checking watch', 'throwing discus', 'riding mechanical bull', 'building shed', 'salsa dancing', 'salsa dancing', 'playing monopoly', 'playing trombone', 'shoveling snow', 'dancing ballet', 'barbequing', 'doing aerobics', 'zumba', 'flying kite', 'counting money', 'jumpstyle dancing', 'doing sudoku', 'blowing glass', 'cooking sausages (not on barbeque)', 'tying knot (not on a tie)', 'tossing coin', 'robot dancing', 'playing flute', 'making sushi', 'blasting sand', 'clapping', 'riding or walking with horse', 'shuffling cards', 'javelin throw', 'pumping gas', 'gymnastics tumbling', 'skateboarding', 'exercising with an exercise ball', 'digging', 'gargling', 'spinning poi', 'unloading truck', 'assembling computer', 'unloading truck', 'playing didgeridoo', 'eating watermelon', 'carrying baby', 'eating carrots', 'catching or throwing frisbee', 'playing piano', 'squat', 'bouncing ball (not juggling)', 'dancing gangnam style', 'kitesurfing', 'cutting watermelon', 'spraying', 'laying bricks', 'beatboxing', 'dancing ballet', 'snatch weight lifting', 'rock climbing']
Batch 297 top 5 predictions:
['hopscotch', 'skipping rope', 'cartwheeling', 'tap dancing', 'playing monopoly']
['driving car', 'wading through mud', 'crossing river', 'pushing car', 'motorcycling']
['riding a bike', 'pushing wheelchair', 'riding unicycle', 'faceplanting', 'using segway']
['clean and jerk', 'snatch weight lifting', 'squat', 'deadlifting', 'lunge']
['kicking field goal', 'passing American football', 'kicking soccer ball', 'flying kite', 'throwing ball (not baseball or American football)']
['celebrating', 'dancing macarena', 'dancing gangnam style', 'pumping fist', 'applauding']
['clapping', 'rock scissors paper', 'robot dancing', 'beatboxing', 'shaking hands']
['bungee jumping', 'abseiling', 'swinging on something', 'crossing river', 'trimming trees']
['checking watch', 'making jewelry', 'adjusting glasses', 'shaking hands', 'listening with headphones']
['throwing discus', 'hammer throw', 'hurling (sport)', 'throwing ball (not baseball or American football)', 'playing cricket']
['riding mechanical bull', 'riding elephant', 'riding mule', 'riding or walking with horse', 'riding camel']
['building shed', 'moving furniture', 'unloading truck', 'building cabinet', 'headbutting']
['salsa dancing', 'swing dancing', 'tango dancing', 'dancing charleston', 'slapping']
['salsa dancing', 'tango dancing', 'swing dancing', 'dancing charleston', 'kissing']
['playing monopoly', 'counting money', 'tasting food', 'playing poker', 'rock scissors paper']
['playing trombone', 'playing trumpet', 'playing clarinet', 'playing saxophone', 'playing violin']
['shoveling snow', 'making snowman', 'biking through snow', 'digging', 'sweeping floor']
['dancing ballet', 'tap dancing', 'tango dancing', 'belly dancing', 'dancing charleston']
['cooking sausages (not on barbeque)', 'barbequing', 'cooking on campfire', 'eating hotdog', 'petting cat']
['swing dancing', 'dancing charleston', 'doing aerobics', 'salsa dancing', 'jumpstyle dancing']
['dancing macarena', 'zumba', 'pumping fist', 'roller skating', 'somersaulting']
['flying kite', 'walking the dog', 'catching or throwing frisbee', 'kicking soccer ball', 'tossing coin']
['giving or receiving award', 'making jewelry', 'tossing coin', 'building lego', 'opening present']
['jumpstyle dancing', 'breakdancing', 'high kick', 'shoot dance', 'krumping']
['doing sudoku', 'texting', 'using remote controller (not gaming)', 'drumming fingers', 'finger snapping']
['blowing glass', 'bending metal', 'chopping wood', 'welding', 'extinguishing fire']
['cooking sausages (not on barbeque)', 'frying vegetables', 'cooking chicken', 'cooking egg', 'scrambling eggs']
['tying knot (not on a tie)', 'bookbinding', 'knitting', 'weaving basket', 'bending metal']
['sweeping floor', 'archery', 'sword fighting', 'mopping floor', 'high fiving']
['krumping', 'punching person (boxing)', 'robot dancing', 'shoot dance', 'high kick']
['playing flute', 'playing recorder', 'playing violin', 'playing clarinet', 'playing trombone']
['making sushi', 'breading or breadcrumbing', 'frying vegetables', 'dining', 'eating carrots']
['blasting sand', 'spraying', 'spray painting', 'welding', 'plastering']
['push up', 'crawling baby', 'somersaulting', 'breakdancing', 'stretching leg']
['riding or walking with horse', 'archery', 'riding mule', 'jogging', 'javelin throw']
['shuffling cards', 'playing cards', 'playing poker', 'counting money', 'flipping bottle']
['javelin throw', 'high jump', 'pole vault', 'hurdling', 'throwing discus']
['pumping gas', 'changing oil', 'directing traffic', 'checking tires', 'driving car']
['training dog', 'high fiving', 'walking the dog', 'mopping floor', 'cartwheeling']
['skateboarding', 'roller skating', 'jaywalking', 'riding scooter', 'parkour']
['exercising with an exercise ball', 'situp', 'bouncing ball (not juggling)', 'throwing ball (not baseball or American football)', 'squat']
['planting trees', 'digging', 'picking blueberries', 'wading through mud', 'trimming trees']
['gargling', 'flipping bottle', 'tasting food', 'drinking shots', 'tasting beer']
['spinning poi', 'juggling fire', 'skipping rope', 'hula hooping', 'catching or throwing frisbee']
['unloading truck', 'directing traffic', 'moving furniture', 'welding', 'laying bricks']
['assembling computer', 'building lego', 'unboxing', 'using remote controller (not gaming)', 'robot dancing']
['unloading truck', 'driving tractor', 'moving furniture', 'spraying', 'driving car']
['auctioning', 'waiting in line', 'stomping grapes', 'busking', 'barbequing']
['eating watermelon', 'cutting watermelon', 'picking blueberries', 'eating ice cream', 'headbutting']
['carrying baby', 'holding snake', 'contact juggling', 'throwing ball (not baseball or American football)', 'juggling balls']
['whistling', 'trimming or shaving beard', 'eating chips', 'smoking', 'cracking neck']
['jumpstyle dancing', 'parkour', 'hopscotch', 'high jump', 'hurdling']
['playing piano', 'playing keyboard', 'playing organ', 'recording music', 'drumming fingers']
['squat', 'pull ups', 'lunge', 'deadlifting', 'exercising arm']
['throwing ball (not baseball or American football)', 'bouncing ball (not juggling)', 'egg hunting', 'juggling balls', 'tossing coin']
['slapping', 'headbanging', 'krumping', 'shouting', 'dancing gangnam style']
['kitesurfing', 'snowkiting', 'flying kite', 'windsurfing', 'surfing water']
['cutting watermelon', 'eating watermelon', 'cutting pineapple', 'sharpening knives', 'blending fruit']
['eating carrots', 'brushing teeth', 'blowing nose', 'tasting food', 'ripping paper']
['auctioning', 'waiting in line', 'parkour', 'slacklining', 'stomping grapes']
['beatboxing', 'finger snapping', 'answering questions', 'sign language interpreting', 'singing']
['hula hooping', 'dancing ballet', 'spinning poi', 'skipping rope', 'trapezing']
['snatch weight lifting', 'clean and jerk', 'squat', 'deadlifting', 'lunge']
['rock climbing', 'ice climbing', 'parkour', 'water sliding', 'tossing coin']

Batch 298 predictions: ['disc golfing', 'playing ice hockey', 'eating watermelon', 'tap dancing', 'checking tires', 'setting table', 'hurling (sport)', 'dancing ballet', 'stomping grapes', 'brushing teeth', 'punching bag', 'making a cake', 'playing violin', 'juggling soccer ball', 'using megaphone', 'testifying', 'cartwheeling', 'cartwheeling', 'bowling', 'wrapping present', 'cutting watermelon', 'eating watermelon', 'decorating the christmas tree', 'flying kite', 'hurling (sport)', 'high kick', 'making a sandwich', 'answering questions', 'dancing ballet', 'wading through mud', 'playing basketball', 'exercising arm', 'reading newspaper', 'egg hunting', 'motorcycling', 'feeding fish', 'baby waking up', 'capoeira', 'petting cat', 'feeding goats', 'using megaphone', 'snowkiting', 'brush painting', 'bartending', 'bartending', 'beatboxing', 'robot dancing', 'breakdancing', 'push up', 'playing flute', 'playing trombone', 'beatboxing', 'ski jumping', 'dribbling basketball', 'canoeing or kayaking', 'blowing nose', 'slapping', 'carving pumpkin', 'surfing water', 'splashing water', 'petting animal (not cat)', 'pushing cart', 'tap dancing', 'weaving basket']
Batch 298 soft predictions: ['disc golfing', 'playing ice hockey', 'eating watermelon', 'tap dancing', 'checking tires', 'setting table', 'hurling (sport)', 'dancing ballet', 'stomping grapes', 'brushing teeth', 'punching bag', 'making a cake', 'playing violin', 'juggling soccer ball', 'using megaphone', 'testifying', 'cartwheeling', 'cartwheeling', 'bowling', 'wrapping present', 'cutting watermelon', 'eating watermelon', 'decorating the christmas tree', 'flying kite', 'hurling (sport)', 'high kick', 'making a sandwich', 'answering questions', 'dancing ballet', 'wading through mud', 'playing basketball', 'exercising arm', 'reading newspaper', 'egg hunting', 'motorcycling', 'feeding fish', 'baby waking up', 'capoeira', 'petting cat', 'feeding goats', 'using megaphone', 'snowkiting', 'brush painting', 'bartending', 'bartending', 'beatboxing', 'robot dancing', 'breakdancing', 'push up', 'playing flute', 'playing trombone', 'beatboxing', 'ski jumping', 'dribbling basketball', 'canoeing or kayaking', 'blowing nose', 'slapping', 'carving pumpkin', 'surfing water', 'splashing water', 'petting animal (not cat)', 'pushing cart', 'tap dancing', 'weaving basket']
Batch 298 true labels: ['disc golfing', 'playing ice hockey', 'eating watermelon', 'dancing charleston', 'checking tires', 'setting table', 'hurling (sport)', 'dancing ballet', 'stomping grapes', 'eating ice cream', 'punching bag', 'making a cake', 'playing violin', 'juggling soccer ball', 'using megaphone', 'testifying', 'shaking head', 'triple jump', 'bowling', 'wrapping present', 'cutting watermelon', 'eating watermelon', 'decorating the christmas tree', 'flying kite', 'hurling (sport)', 'high kick', 'dining', 'answering questions', 'dancing ballet', 'wading through mud', 'playing basketball', 'front raises', 'reading newspaper', 'egg hunting', 'riding scooter', 'feeding fish', 'baby waking up', 'capoeira', 'petting cat', 'petting animal (not cat)', 'using megaphone', 'snowkiting', 'drawing', 'bartending', 'bartending', 'beatboxing', 'dancing gangnam style', 'wrestling', 'clapping', 'playing flute', 'playing trombone', 'beatboxing', 'somersaulting', 'dribbling basketball', 'canoeing or kayaking', 'eating doughnuts', 'high kick', 'carving pumpkin', 'surfing water', 'splashing water', 'brushing hair', 'pushing cart', 'dancing ballet', 'weaving basket']
Batch 298 top 5 predictions:
['disc golfing', 'throwing discus', 'shot put', 'hammer throw', 'catching or throwing frisbee']
['playing ice hockey', 'hockey stop', 'ice skating', 'shaking hands', 'headbutting']
['eating watermelon', 'kissing', 'cutting watermelon', 'headbutting', 'hugging (not baby)']
['tap dancing', 'dancing charleston', 'tango dancing', 'swing dancing', 'dancing ballet']
['checking tires', 'changing wheel (not on bike)', 'smoking', 'texting', 'spray painting']
['setting table', 'eating cake', 'eating ice cream', 'tasting food', 'dining']
['hurling (sport)', 'shooting goal (soccer)', 'throwing discus', 'hammer throw', 'celebrating']
['dancing ballet', 'dancing charleston', 'tap dancing', 'high kick', 'belly dancing']
['stomping grapes', 'digging', 'washing feet', 'grinding meat', 'holding snake']
['brushing teeth', 'eating ice cream', 'eating cake', 'tasting food', 'eating watermelon']
['punching bag', 'headbutting', 'punching person (boxing)', 'shaking head', 'robot dancing']
['making a cake', 'baking cookies', 'eating ice cream', 'eating cake', 'blending fruit']
['playing violin', 'busking', 'playing bagpipes', 'playing ukulele', 'playing accordion']
['juggling soccer ball', 'dribbling basketball', 'kicking soccer ball', 'exercising with an exercise ball', 'shooting goal (soccer)']
['using megaphone', 'busking', 'finger snapping', 'singing', 'marching']
['testifying', 'auctioning', 'answering questions', 'applauding', 'news anchoring']
['cartwheeling', 'somersaulting', 'breakdancing', 'bending back', 'gymnastics tumbling']
['cartwheeling', 'somersaulting', 'diving cliff', 'gymnastics tumbling', 'faceplanting']
['bowling', 'throwing ball (not baseball or American football)', 'bouncing ball (not juggling)', 'high kick', 'catching or throwing baseball']
['wrapping present', 'making jewelry', 'bookbinding', 'unboxing', 'opening present']
['cutting watermelon', 'eating watermelon', 'sharpening knives', 'cutting pineapple', 'headbutting']
['eating watermelon', 'cutting watermelon', 'whistling', 'eating ice cream', 'eating carrots']
['decorating the christmas tree', 'arranging flowers', 'trimming trees', 'wrapping present', 'weaving basket']
['flying kite', 'cartwheeling', 'tai chi', 'somersaulting', 'drop kicking']
['hurling (sport)', 'shooting goal (soccer)', 'celebrating', 'applauding', 'kicking field goal']
['high kick', 'trapezing', 'skipping rope', 'swinging on something', 'somersaulting']
['making a sandwich', 'eating burger', 'dining', 'tasting food', 'eating hotdog']
['answering questions', 'singing', 'winking', 'presenting weather forecast', 'sign language interpreting']
['dancing ballet', 'trapezing', 'yoga', 'tango dancing', 'tap dancing']
['wading through mud', 'crossing river', 'abseiling', 'spraying', 'splashing water']
